station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Overamstel,34.0,36.0,25.0,35.0,37.0,28.0,45.0,41.0,23.0,31.0
Postjesweg,13.0,23.0,20.0,18.0,19.0,16.0,20.0,17.0,23.0,21.0
Prinsengracht,38.0,47.0,32.0,31.0,46.0,36.0,40.0,29.0,25.0,39.0
Reigersbos,34.0,40.0,37.0,48.0,50.0,33.0,38.0,36.0,41.0,42.0
Rijksmuseum,29.0,28.0,24.0,25.0,25.0,32.0,33.0,27.0,32.0,20.0
Roelof Hartplein,56.0,56.0,51.0,69.0,50.0,67.0,59.0,61.0,69.0,51.0
Rokin,533.0,508.0,562.0,521.0,509.0,542.0,543.0,567.0,590.0,573.0
Scheldestraat,3.0,5.0,4.0,1.0,2.0,2.0,3.0,2.0,5.0,1.0
Spaklerweg,31.0,31.0,35.0,31.0,36.0,41.0,36.0,30.0,41.0,35.0
Spui,44.0,43.0,45.0,38.0,42.0,42.0,47.0,46.0,32.0,42.0
Station Bijlmer ArenA,263.0,264.0,277.0,248.0,265.0,276.0,262.0,292.0,264.0,292.0
Station Diemen-Zuid,81.0,70.0,68.0,85.0,65.0,65.0,68.0,62.0,74.0,75.0
Station Duivendrecht,46.0,58.0,34.0,48.0,41.0,49.0,34.0,44.0,48.0,33.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,117.0,128.0,134.0,131.0,116.0,119.0,111.0,120.0,139.0,119.0
Station RAI,93.0,87.0,90.0,88.0,88.0,90.0,90.0,78.0,86.0,78.0
Station Sloterdijk,94.0,85.0,81.0,102.0,74.0,67.0,90.0,88.0,67.0,78.0
Strandvliet,49.0,41.0,42.0,38.0,38.0,42.0,37.0,51.0,36.0,54.0
Van Baerlestraat,25.0,24.0,39.0,21.0,33.0,27.0,23.0,31.0,24.0,26.0
Van der Madeweg,65.0,55.0,52.0,76.0,74.0,65.0,62.0,48.0,62.0,73.0
Venserpolder,46.0,53.0,57.0,36.0,43.0,48.0,48.0,45.0,48.0,56.0
Verrijn Stuartweg,5.0,9.0,5.0,8.0,6.0,13.0,11.0,13.0,8.0,4.0
Victorieplein,15.0,13.0,17.0,18.0,15.0,13.0,7.0,10.0,8.0,8.0
Vijzelgracht,200.0,226.0,193.0,189.0,213.0,203.0,184.0,182.0,196.0,205.0
VU medisch centrum,11.0,8.0,10.0,9.0,12.0,7.0,11.0,11.0,15.0,4.0
Waalstraat,3.0,1.0,2.0,2.0,2.0,,1.0,5.0,,
Waterlooplein,98.0,122.0,116.0,129.0,122.0,122.0,115.0,93.0,138.0,110.0
Weesperplein,164.0,155.0,168.0,133.0,147.0,141.0,164.0,141.0,134.0,144.0
Wibautstraat,81.0,71.0,78.0,79.0,81.0,81.0,69.0,82.0,82.0,86.0
Station Zuid,1052.0,1037.0,1043.0,1022.0,1028.0,1040.0,1041.0,1060.0,997.0,1046.0
Station Lelylaan,33.0,48.0,36.0,29.0,44.0,40.0,38.0,47.0,56.0,38.0
