,LAT,LON,SPEED,COURSE,HEADING,ELAPSED,DESTINATION,FLAG,LENGTH,ROT,SHIPNAME,SHIPTYPE,SHIP_ID,WIDTH,L_FORE,W_LEFT,DWT,GT_SHIPTYPE,TYPE_IMG,TYPE_NAME,STATUS_NAME,vessel_type,terminal_type,name,length,width,ID,draught_empty,draught_full,height_empty,height_full,v,installed_power,terminal
284,51.93021,4.164223,0.0,,,4.0,BOTLEK,CH,135.0,,ESTRELLA,8,5567666,15.0,125.0,10.0,,25,nan,nan,nan,,,ESTRELLA,135.0,15.0,5567666,5,5,5,5,5.1,1000,Other
285,51.94333,4.175495,0.0,70.0,70.0,4.0,NLROZ00116DOCKX00450,NL,135.0,,ATLANTIC PRIDE,8,162113,13.0,126.0,9.0,5700.0,25,nan,nan,nan,,,ATLANTIC PRIDE,135.0,13.0,162113,5,5,5,5,5.1,1000,Other
286,51.92653,4.202977,79.0,127.0,127.0,3.0,TOTAL DUISBURG,NL,134.0,,NERODIA,8,243455,11.0,12.0,7.0,3300.0,25,nan,nan,nan,,,NERODIA,134.0,11.0,243455,5,5,5,5,5.1,1000,Other
287,51.95748,4.012368,0.0,,,1.0,,NL,135.0,,CAMARO VII,3,6389423,11.0,140.0,8.0,,74,nan,nan,nan,,,CAMARO VII,135.0,11.0,6389423,5,5,5,5,5.1,1000,Other
288,51.91465,4.220417,0.0,325.0,328.0,1.0,ROTTERDAM,MT,109.0,0.0,ATHLOS,8,283761,17.0,89.0,16.0,6995.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,ATHLOS,109.0,17.0,283761,5,5,5,5,5.1,1000,Other
289,51.93559,4.182647,0.0,205.0,205.0,5.0,NACH HAUSE,NL,86.0,,RIVER PRIDE,8,243491,10.0,78.0,5.0,1500.0,25,nan,nan,nan,,,RIVER PRIDE,86.0,10.0,243491,5,5,5,5,5.1,1000,Other
290,51.82475,4.121657,0.0,,102.0,9.0,CLASS B,NL,18.0,,THOR,9,6040304,5.0,16.0,2.0,,-999,nan,nan,nan,,,THOR,18.0,5.0,6040304,5,5,5,5,5.1,1000,Other
291,51.91529,4.169132,0.0,320.0,320.0,2.0,CLASS B,NL,11.0,,BETELGEUSE,9,3403939,4.0,4.0,2.0,,-999,nan,nan,nan,,,BETELGEUSE,11.0,4.0,3403939,5,5,5,5,5.1,1000,Other
292,51.952,4.171538,125.0,307.0,307.0,2.0,ARNEMUIDEN,NL,65.0,,HONTE,7,6005983,7.0,50.0,5.0,,61,nan,nan,nan,,,HONTE,65.0,7.0,6005983,5,5,5,5,5.1,1000,Other
293,51.92517,4.197892,0.0,177.0,359.0,7.0,NLRTM,NL,149.0,0.0,THUN LUNDY,8,6209975,22.0,120.0,6.0,18684.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,THUN LUNDY,149.0,22.0,6209975,5,5,5,5,5.1,1000,Other
294,51.96025,4.141187,73.0,315.0,316.0,2.0,ROTTERDAM,MT,32.0,0.0,SD STINGRAY,3,302637,11.0,20.0,6.0,,93,nan,nan,nan,,,SD STINGRAY,32.0,11.0,302637,5,5,5,5,5.1,1000,Other
295,51.92782,4.196133,0.0,0.0,0.0,4.0,TOP SECRET,NL,110.0,,LOTUS,8,234418,11.0,110.0,5.0,3186.0,25,nan,nan,nan,,,LOTUS,110.0,11.0,234418,5,5,5,5,5.1,1000,Other
296,51.95901,4.011903,0.0,143.0,143.0,4.0,00P 60,NL,110.0,,INTERMEZZO,8,220837,12.0,95.0,7.0,3180.0,25,nan,nan,nan,,,INTERMEZZO,110.0,12.0,220837,5,5,5,5,5.1,1000,Other
297,51.95825,4.048208,0.0,79.0,79.0,3.0,ROTTERDAM,BE,110.0,,ARION,7,110652,11.0,110.0,6.0,,61,nan,nan,nan,,,ARION,110.0,11.0,110652,5,5,5,5,5.1,1000,Other
298,51.88286,4.23283,65.0,341.0,341.0,2.0,UERPORT,NL,135.0,,FRIENDSHIP,7,1486631,14.0,123.0,7.0,6350.0,61,nan,nan,nan,,,FRIENDSHIP,135.0,14.0,1486631,5,5,5,5,5.1,1000,Other
299,51.88087,4.23223,104.0,342.0,342.0,3.0,AMSTERDAM,NL,190.0,,LINDOS,7,233260,11.0,178.0,6.0,,61,nan,nan,nan,,,LINDOS,190.0,11.0,233260,5,5,5,5,5.1,1000,Other
300,51.94537,4.088403,0.0,,,1195.0,,NL,10.0,,KRVE 34,3,244769,3.0,4.0,1.0,,-999,nan,nan,nan,,,KRVE 34,10.0,3.0,244769,5,5,5,5,5.1,1000,Other
301,51.97059,4.109677,82.0,306.0,305.0,2.0,ROTTERDAM,CY,92.0,0.0,STRANDWAY,3,145109,19.0,78.0,9.0,1.0,73,nan,nan,nan,Hopper Dredger,,STRANDWAY,92.0,19.0,145109,5,5,5,5,5.1,1000,Other
302,51.95945,4.062015,0.0,82.0,82.0,2.0,ROTTERDAM,PA,303.0,0.0,MSC LORETTA,7,409085,40.0,0.0,20.0,85802.0,11,nan,nan,nan,Container,Container,MSC LORETTA,303.0,40.0,409085,5,5,5,5,5.1,1000,Other
303,51.94941,4.148317,0.0,173.0,173.0,31.0,nan,nan,,,[SAT-AIS],3,TmpjMU5UVXdOamMxTlRVd05qYzFOUT09LUdVZHhKRjNlKzdoZkdYT084M2NRTFE9PQ==,,,,,-999,3,Tugs & Special Craft,Underway using Engine,,,[SAT-AIS],,,TmpjMU5UVXdOamMxTlRVd05qYzFOUT09LUdVZHhKRjNlKzdoZkdYT084M2NRTFE9PQ==,5,5,5,5,5.1,1000,Other
304,51.96702,4.00294,21.0,351.0,351.0,3.0,,NL,16.0,,TENDER,7,241147,4.0,5.0,2.0,274.0,9,nan,nan,nan,General Cargo,Cargo,TENDER,16.0,4.0,241147,5,5,5,5,5.1,1000,Other
305,51.94629,4.127453,0.0,322.0,23.0,2.0,ROT - HAR V.V,NL,183.0,0.0,SOMERSET,7,260333,25.0,31.0,6.0,12500.0,12,nan,nan,nan,Ro-Ro Cargo,Cargo,SOMERSET,183.0,25.0,260333,5,5,5,5,5.1,1000,Other
306,51.962,4.122335,0.0,205.0,205.0,2.0,NL RTM,NL,89.0,0.0,DANIEL K,7,228121,15.0,79.0,5.0,4247.0,9,nan,nan,nan,General Cargo,Cargo,DANIEL K,89.0,15.0,228121,5,5,5,5,5.1,1000,Other
307,51.94425,4.033309,0.0,143.0,158.0,5.0,,NL,110.0,0.0,SEMPER FI,7,248994,11.0,98.0,3.0,,61,nan,nan,nan,,,SEMPER FI,110.0,11.0,248994,5,5,5,5,5.1,1000,Other
308,51.829,4.13803,0.0,127.0,127.0,1004.0,CLASS B,NL,9.0,,NINA,9,6123335,3.0,8.0,1.0,,-999,nan,nan,nan,,,NINA,9.0,3.0,6123335,5,5,5,5,5.1,1000,Other
309,51.91333,4.221573,1.0,147.0,147.0,1.0,CLASS B,NL,41.0,,PAULUS,7,4188494,6.0,34.0,3.0,,-999,nan,nan,nan,,,PAULUS,41.0,6.0,4188494,5,5,5,5,5.1,1000,Other
310,51.93487,4.148243,0.0,,,3.0,OTTMARSHEIM,BE,110.0,,OSTIA,7,5730380,10.0,12.0,7.0,,61,nan,nan,nan,,,OSTIA,110.0,10.0,5730380,5,5,5,5,5.1,1000,Other
311,51.94943,4.063867,0.0,225.0,258.0,2.0,NL RTM,PA,332.0,0.0,ONE ALTAIR,7,413813,45.0,243.0,28.0,95660.0,11,nan,nan,nan,Container,Container,ONE ALTAIR,332.0,45.0,413813,5,5,5,5,5.1,1000,Other
312,51.96085,4.148738,46.0,132.0,132.0,2.0,BOTLEK<>EUROPOORT,NL,55.0,,INVOTIS,7,235619,0.0,49.0,3.0,,61,nan,nan,nan,,,INVOTIS,55.0,0.0,235619,5,5,5,5,5.1,1000,Other
313,51.95831,4.145635,0.0,,,5.0,010000,NL,110.0,,HOUSTON,7,6237742,13.0,100.0,6.0,,61,nan,nan,nan,,,HOUSTON,110.0,13.0,6237742,5,5,5,5,5.1,1000,Other
314,51.93844,4.058136,0.0,277.0,248.0,2.0,ROTTERDAM,GR,224.0,0.0,ATALANDI,7,214959,32.0,187.0,11.0,77528.0,6,nan,nan,nan,Bulk Carrier,Bulk,ATALANDI,224.0,32.0,214959,5,5,5,5,5.1,1000,Other
315,51.95739,4.147465,0.0,,,4.0,,NL,135.0,,ZEELAND,8,3321785,11.0,125.0,6.0,4000.0,25,nan,nan,nan,,,ZEELAND,135.0,11.0,3321785,5,5,5,5,5.1,1000,Other
316,51.82754,4.129163,0.0,197.0,197.0,13.0,CLASS B,NL,15.0,,CONDOR,9,5652819,5.0,12.0,3.0,,-999,nan,nan,nan,,,CONDOR,15.0,5.0,5652819,5,5,5,5,5.1,1000,Other
317,51.97169,4.04525,0.0,321.0,284.0,2.0,ROTTERDAM,ES,34.0,0.0,FAIRPLAY NUBLO,3,159479,11.0,18.0,5.0,,93,nan,nan,nan,,,FAIRPLAY NUBLO,34.0,11.0,159479,5,5,5,5,5.1,1000,Other
318,51.93163,4.15927,0.0,300.0,300.0,4.0,ROTTERDAM,NL,110.0,,SIBO,8,253164,11.0,99.0,8.0,,25,nan,nan,nan,,,SIBO,110.0,11.0,253164,5,5,5,5,5.1,1000,Other
319,51.89486,4.237132,0.0,93.0,93.0,2.0,ANTWERPEN,BE,73.0,,GERONIMUS,7,107218,8.0,60.0,4.0,,61,nan,nan,nan,,,GERONIMUS,73.0,8.0,107218,5,5,5,5,5.1,1000,Other
320,51.82646,4.121177,0.0,,,2.0,WILLEMSTAD,NL,22.0,,STEENBOK,9,5611915,5.0,23.0,0.0,,-999,nan,nan,nan,,,STEENBOK,22.0,5.0,5611915,5,5,5,5,5.1,1000,Other
321,51.96109,4.138592,0.0,,,2.0,,NL,9.0,,RVE 53,3,2721357,4.0,6.0,2.0,,-999,nan,nan,nan,,,RVE 53,9.0,4.0,2721357,5,5,5,5,5.1,1000,Other
322,51.94619,4.032162,0.0,,158.0,4.0,ROTTERDAM,NL,135.0,0.0,EXCELSIOR,3,242017,14.0,135.0,14.0,,-999,nan,nan,nan,,,EXCELSIOR,135.0,14.0,242017,5,5,5,5,5.1,1000,Other
323,51.96001,4.012991,0.0,,,2.0,,NL,11.0,,KRVE 60,4,243458,4.0,3.0,2.0,,-999,nan,nan,nan,,,KRVE 60,11.0,4.0,243458,5,5,5,5,5.1,1000,Other
324,51.8842,4.235873,0.0,,,5.0,2E WERKHAVEN,NL,50.0,,CLEAN SEAS 1,7,18935,6.0,46.0,5.0,,61,nan,nan,nan,,,CLEAN SEAS 1,50.0,6.0,18935,5,5,5,5,5.1,1000,Other
325,51.92199,4.20237,0.0,6.0,267.0,1.0,ROTTERDAM,MT,32.0,0.0,SD SEAL,3,287544,11.0,16.0,7.0,,93,nan,nan,nan,,,SD SEAL,32.0,11.0,287544,5,5,5,5,5.1,1000,Other
326,51.95109,4.075378,0.0,,,2.0,VEGHEL,NL,105.0,,VICTOR,7,235743,9.0,93.0,3.0,,-999,nan,nan,nan,,,VICTOR,105.0,9.0,235743,5,5,5,5,5.1,1000,Other
327,51.96803,4.06888,0.0,231.0,231.0,3.0,0000,NL,80.0,,METIS,8,251963,9.0,68.0,4.0,,25,nan,nan,nan,,,METIS,80.0,9.0,251963,5,5,5,5,5.1,1000,Other
328,51.82611,4.128093,0.0,117.0,117.0,3.0,CLASS B,NL,16.0,,ELISE,9,5907137,6.0,12.0,4.0,,-999,nan,nan,nan,,,ELISE,16.0,6.0,5907137,5,5,5,5,5.1,1000,Other
329,51.94396,4.043475,0.0,,,3.0,,NL,110.0,,EUROPA,7,232105,11.0,12.0,6.0,,61,nan,nan,nan,,,EUROPA,110.0,11.0,232105,5,5,5,5,5.1,1000,Other
330,51.93438,4.05453,0.0,0.0,0.0,5.0,ROTTERDAM,NL,85.0,,AQUA ALBIS,8,3351506,9.0,79.0,2.0,,25,nan,nan,nan,,,AQUA ALBIS,85.0,9.0,3351506,5,5,5,5,5.1,1000,Other
331,51.95245,3.99873,38.0,200.0,200.0,1.0,,NL,10.0,,RVE41,6,3173975,3.0,5.0,1.0,,-999,nan,nan,nan,,,RVE41,10.0,3.0,3173975,5,5,5,5,5.1,1000,Other
332,51.94737,4.050255,0.0,73.0,73.0,3.0,,NL,135.0,,ATLANTIC POWER,8,239072,14.0,124.0,4.0,4525.0,25,nan,nan,nan,,,ATLANTIC POWER,135.0,14.0,239072,5,5,5,5,5.1,1000,Other
333,51.96853,4.069622,0.0,325.0,244.0,6.0,NLRTM,NO,274.0,0.0,DOLVIKEN,8,304108,48.0,229.0,22.0,159058.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,DOLVIKEN,274.0,48.0,304108,5,5,5,5,5.1,1000,Other
334,51.97025,4.132633,94.0,301.0,305.0,2.0,GBFXT-NLVLDOCKX00000,LT,209.0,0.0,GARDENIA SEAWAYS,7,4962920,26.0,137.0,13.0,10310.0,12,nan,nan,nan,Ro-Ro Cargo,Cargo,GARDENIA SEAWAYS,209.0,26.0,4962920,5,5,5,5,5.1,1000,Other
335,51.97047,4.030211,0.0,,,5.0,,BE,135.0,,DIAMANT,8,6041471,22.0,124.0,16.0,,25,nan,nan,nan,,,DIAMANT,135.0,22.0,6041471,5,5,5,5,5.1,1000,Other
336,51.91707,4.214191,0.0,315.0,359.0,3.0,NL RTM,BS,228.0,0.0,AMAZON FALCON,8,4634517,40.0,187.0,12.0,72202.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,AMAZON FALCON,228.0,40.0,4634517,5,5,5,5,5.1,1000,Other
337,51.9572,4.035155,0.0,233.0,233.0,5.0,,BE,110.0,,MEYATI,7,6444707,11.0,98.0,8.0,,61,nan,nan,nan,,,MEYATI,110.0,11.0,6444707,5,5,5,5,5.1,1000,Other
338,51.96795,4.039645,0.0,314.0,112.0,3.0,MAINZ,NL,190.0,0.0,SQUARE,7,237793,23.0,179.0,19.0,3483.0,61,nan,nan,nan,,,SQUARE,190.0,23.0,237793,5,5,5,5,5.1,1000,Other
339,51.82944,3.850922,15.0,296.0,136.0,3.0,DREDING OPERATION,NL,79.0,-13.0,IDUN R,3,271557,14.0,64.0,8.0,2031.0,81,nan,nan,nan,Suction Dredger,,IDUN R,79.0,14.0,271557,5,5,5,5,5.1,1000,Other
340,51.96269,4.150153,143.0,312.0,312.0,1.0,ROTTERDAM,NL,134.0,0.0,ECODELTA,3,5704198,21.0,110.0,10.0,12800.0,73,nan,nan,nan,Hopper Dredger,,ECODELTA,134.0,21.0,5704198,5,5,5,5,5.1,1000,Other
341,51.95133,4.127167,0.0,140.0,187.0,1.0,ROTTERDAM,MH,199.0,0.0,FEDERAL HUNTER,7,689791,23.0,179.0,12.0,36563.0,6,nan,nan,nan,Bulk Carrier,Bulk,FEDERAL HUNTER,199.0,23.0,689791,5,5,5,5,5.1,1000,Other
342,51.88474,4.23473,0.0,97.0,97.0,3.0,,NL,75.0,,CLEAN SEAS 2,7,237940,20.0,65.0,3.0,,61,nan,nan,nan,,,CLEAN SEAS 2,75.0,20.0,237940,5,5,5,5,5.1,1000,Other
343,51.95401,4.154285,0.0,34.0,309.0,4.0,ROTTERDAM,NL,72.0,0.0,KOLGA,3,251734,18.0,24.0,9.0,3142.0,95,nan,nan,nan,,,KOLGA,72.0,18.0,251734,5,5,5,5,5.1,1000,Other
344,51.97279,4.04199,0.0,0.0,292.0,8.0,NLRTM,AG,139.0,0.0,JSP SKIRNER,7,362867,22.0,125.0,17.0,11814.0,11,nan,nan,nan,Container,Container,JSP SKIRNER,139.0,22.0,362867,5,5,5,5,5.1,1000,Other
345,51.82456,4.135227,0.0,181.0,181.0,1093.0,CLASS B,NL,11.0,,IMPULS,9,232067,4.0,10.0,1.0,,-999,nan,nan,nan,,,IMPULS,11.0,4.0,232067,5,5,5,5,5.1,1000,Other
346,51.87077,4.234157,0.0,349.0,349.0,3.0,CLASS B,NL,10.0,,MAPALOMA,9,3376728,3.0,5.0,2.0,,-999,nan,nan,nan,,,MAPALOMA,10.0,3.0,3376728,5,5,5,5,5.1,1000,Other
347,51.96008,4.115222,0.0,,,3.0,,NL,35.0,,LABOR VINCIT,3,4190075,5.0,0.0,0.0,,-999,nan,nan,nan,,,LABOR VINCIT,35.0,5.0,4190075,5,5,5,5,5.1,1000,Other
348,52.00418,3.853733,240.0,49.0,51.0,1.0,HOEK V HOLLAND,NL,20.0,-720.0,APOLLO PILOTS,3,227682,6.0,12.0,3.0,1.0,46,nan,nan,nan,Pilot Ship,,APOLLO PILOTS,20.0,6.0,227682,5,5,5,5,5.1,1000,Other
349,51.94527,4.029984,0.0,323.0,323.0,3.0,VENLO,NL,110.0,,HERMINA,7,1512,22.0,170.0,2.0,,61,nan,nan,nan,,,HERMINA,110.0,22.0,1512,5,5,5,5,5.1,1000,Other
350,51.94884,3.988005,0.0,99.0,99.0,2.0,DORDRECHT,NL,135.0,,SENSATION,7,236356,17.0,125.0,8.0,,61,nan,nan,nan,,,SENSATION,135.0,17.0,236356,5,5,5,5,5.1,1000,Other
351,51.93374,4.052309,2.0,,,3.0,,NL,110.0,,BERNHARD SR,7,241848,11.0,96.0,7.0,,61,nan,nan,nan,,,BERNHARD SR,110.0,11.0,241848,5,5,5,5,5.1,1000,Other
352,51.92989,4.165985,0.0,51.0,51.0,11.0,ROTTERDAM,BE,135.0,,CHERASCO,7,110829,11.0,131.0,8.0,6390.0,61,nan,nan,nan,,,CHERASCO,135.0,11.0,110829,5,5,5,5,5.1,1000,Other
353,51.95821,4.143388,1.0,235.0,235.0,3.0,ROTTERDAM,NL,70.0,,KORTENOORD,7,243647,7.0,60.0,4.0,,61,nan,nan,nan,,,KORTENOORD,70.0,7.0,243647,5,5,5,5,5.1,1000,Other
354,51.96135,4.090142,0.0,141.0,272.0,5.0,ROTTERDAM,NL,28.0,-720.0,RPA12,3,222104,8.0,18.0,4.0,52.0,45,nan,nan,nan,,,RPA12,28.0,8.0,222104,5,5,5,5,5.1,1000,Other
355,51.82315,4.119662,0.0,,21.0,5.0,CLASS B,NL,11.0,,FLYER,9,6407771,4.0,9.0,2.0,,-999,nan,nan,nan,,,FLYER,11.0,4.0,6407771,5,5,5,5,5.1,1000,Other
356,51.95034,4.09144,0.0,26.0,315.0,3.0,NL RTM,CA,149.0,0.0,GAIA DESGAGNES,8,5361416,22.0,120.0,15.0,17999.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,GAIA DESGAGNES,149.0,22.0,5361416,5,5,5,5,5.1,1000,Other
357,51.97717,4.125167,1.0,25.0,10.0,1.0,SAR OPS,NL,19.0,0.0,JEANINE PARQUI,3,5772750,6.0,14.0,3.0,,-999,nan,nan,nan,,,JEANINE PARQUI,19.0,6.0,5772750,5,5,5,5,5.1,1000,Other
358,51.98099,4.112602,,,,4.0,,NL,0.0,,9Y0A 2,0,998065,0.0,0.0,0.0,,-999,nan,nan,nan,,,9Y0A 2,0.0,0.0,998065,5,5,5,5,5.1,1000,Other
359,51.92262,4.217353,0.0,329.0,41.0,4.0,ROTTERDAM,DE,29.0,0.0,FAIRPLAY XI,3,3450929,14.0,13.0,7.0,169.0,54,nan,nan,nan,Tug,,FAIRPLAY XI,29.0,14.0,3450929,5,5,5,5,5.1,1000,Other
360,51.95977,3.995665,8.0,167.0,167.0,3.0,ROTTERDAM,BE,135.0,,WIELINGEN,7,116678,11.0,135.0,6.0,,61,nan,nan,nan,,,WIELINGEN,135.0,11.0,116678,5,5,5,5,5.1,1000,Other
361,51.95735,4.119363,0.0,237.0,237.0,4.0,ROTTERDAM,NL,110.0,,INDIGO 2,7,222050,11.0,99.0,7.0,,61,nan,nan,nan,,,INDIGO 2,110.0,11.0,222050,5,5,5,5,5.1,1000,Other
362,51.93275,4.184847,0.0,,,854.0,,NL,10.0,,KRVE 31,3,2005259,3.0,3.0,1.0,,-999,nan,nan,nan,,,KRVE 31,10.0,3.0,2005259,5,5,5,5,5.1,1000,Other
363,51.95038,4.12541,0.0,,,4.0,ZWOLLE,NL,75.0,,SKYLINE,7,247681,7.0,65.0,5.0,,61,nan,nan,nan,,,SKYLINE,75.0,7.0,247681,5,5,5,5,5.1,1000,Other
364,51.93316,4.038025,0.0,351.0,351.0,5.0,UNKNOWN,NL,95.0,,KVB ROXY,7,239522,11.0,175.0,6.0,4500.0,61,nan,nan,nan,,,KVB ROXY,95.0,11.0,239522,5,5,5,5,5.1,1000,Other
365,51.97223,4.044673,0.0,41.0,41.0,2.0,12QOV8R000060,NL,2.0,,STORNOWAY,7,253522,11.0,110.0,5.0,,61,nan,nan,nan,,,STORNOWAY,2.0,11.0,253522,5,5,5,5,5.1,1000,Other
366,51.96235,4.056433,0.0,7.0,263.0,2.0,NLRTM,PA,181.0,0.0,BAL PEACE,7,413970,28.0,144.0,23.0,19300.0,11,nan,nan,nan,Container,Container,BAL PEACE,181.0,28.0,413970,5,5,5,5,5.1,1000,Other
367,51.89653,4.217875,0.0,,,24.0,CLASS B,NL,12.0,,PRELUDE,9,5982314,4.0,7.0,3.0,,-999,nan,nan,nan,,,PRELUDE,12.0,4.0,5982314,5,5,5,5,5.1,1000,Other
368,51.92808,4.169397,0.0,0.0,314.0,64.0,HAFEN MOERDIJK,DE,110.0,0.0,VESPUCCI,8,3497376,11.0,100.0,4.0,3181.0,25,nan,nan,nan,,,VESPUCCI,110.0,11.0,3497376,5,5,5,5,5.1,1000,Other
369,51.92809,4.169425,0.0,354.0,354.0,16.0,nan,nan,,,[SAT-AIS],8,TWpFeE5EZzBNakV4TkRnME1qRXhOQT09LWlCbE5xQmdzd21XcFhsZzhjak9JTHc9PQ==,,,,,-999,8,Tanker,Moored,,,[SAT-AIS],,,TWpFeE5EZzBNakV4TkRnME1qRXhOQT09LWlCbE5xQmdzd21XcFhsZzhjak9JTHc9PQ==,5,5,5,5,5.1,1000,Other
370,51.92471,4.211753,1.0,202.0,308.0,5.0,ROTTERDAM,PA,201.0,0.0,THIALF,3,413401,88.0,69.0,48.0,129221.0,127,nan,nan,nan,,,THIALF,201.0,88.0,413401,5,5,5,5,5.1,1000,Other
371,51.95765,4.125105,0.0,296.0,300.0,2.0,NLHVH,GI,82.0,0.0,STORTEBEKER,7,204416,12.0,71.0,3.0,3160.0,9,nan,nan,nan,General Cargo,Cargo,STORTEBEKER,82.0,12.0,204416,5,5,5,5,5.1,1000,Other
372,51.9369,4.055994,85.0,252.0,252.0,2.0,0,NL,110.0,,PRISA,3,159864,11.0,0.0,0.0,,-999,nan,nan,nan,,,PRISA,110.0,11.0,159864,5,5,5,5,5.1,1000,Other
373,51.93239,4.196878,0.0,324.0,133.0,3.0,ROTTERDAM,CN,181.0,0.0,HUA HAI LONG,7,481323,43.0,16.0,27.0,30002.0,27,nan,nan,nan,Heavy Load Carrier,Cargo,HUA HAI LONG,181.0,43.0,481323,5,5,5,5,5.1,1000,Other
374,51.89845,4.221468,0.0,,,1.0,SEATANK 300 ANTWEWRP,NL,110.0,,PRIDE OF FAIAL,8,234520,11.0,100.0,8.0,,25,nan,nan,nan,,,PRIDE OF FAIAL,110.0,11.0,234520,5,5,5,5,5.1,1000,Other
375,51.94534,4.171727,0.0,,308.0,4.0,,BE,135.0,0.0,SMARAGD,8,6529956,23.0,125.0,13.0,,25,nan,nan,nan,,,SMARAGD,135.0,23.0,6529956,5,5,5,5,5.1,1000,Other
376,51.82573,4.122046,0.0,,,14.0,HELLEVOETSLUIS,NL,17.0,,MERILIISA,6,5885508,4.0,14.0,1.0,,24,nan,nan,nan,,,MERILIISA,17.0,4.0,5885508,5,5,5,5,5.1,1000,Other
377,51.95987,4.068015,0.0,87.0,263.0,2.0,ROTTERDAM,PT,299.0,0.0,MSC MICHELA,7,4301900,48.0,110.0,15.0,110531.0,11,nan,nan,nan,Container,Container,MSC MICHELA,299.0,48.0,4301900,5,5,5,5,5.1,1000,Other
378,51.82361,4.121352,0.0,,,723.0,CLASS B,GB,20.0,,ANASTASIA,9,200609,6.0,11.0,3.0,,-999,nan,nan,nan,,,ANASTASIA,20.0,6.0,200609,5,5,5,5,5.1,1000,Other
379,51.83237,4.073408,22.0,12.0,12.0,1260.0,CLASS B,NL,9.0,,ALABANDA,9,6249272,3.0,4.0,1.0,,-999,nan,nan,nan,,,ALABANDA,9.0,3.0,6249272,5,5,5,5,5.1,1000,Other
380,51.9157,4.218735,0.0,158.0,158.0,3.0,ROZENBURG,NL,110.0,,ORANJE NASSAU 3,8,233286,11.0,100.0,5.0,2750.0,25,nan,nan,nan,,,ORANJE NASSAU 3,110.0,11.0,233286,5,5,5,5,5.1,1000,Other
381,51.93737,4.186083,0.0,92.0,130.0,3.0,CALANDHAVEN,LU,89.0,0.0,APOLLO,3,5567565,42.0,8.0,21.0,,132,nan,nan,nan,,,APOLLO,89.0,42.0,5567565,5,5,5,5,5.1,1000,Other
382,51.89936,4.222718,0.0,,,5.0,ARA,BE,110.0,,THEODELA,8,3351608,11.0,12.0,7.0,2934.0,25,nan,nan,nan,,,THEODELA,110.0,11.0,3351608,5,5,5,5,5.1,1000,Other
383,51.9512,4.167294,61.0,139.0,139.0,2.0,ROTTERDAM,NL,1.0,,LEAN,7,237912,11.0,98.0,5.0,,61,nan,nan,nan,,,LEAN,1.0,11.0,237912,5,5,5,5,5.1,1000,Other
384,51.95854,4.142962,1.0,276.0,276.0,1.0,ROTTERDAM,NL,86.0,,PELSERT,7,243645,9.0,71.0,4.0,,61,nan,nan,nan,,,PELSERT,86.0,9.0,243645,5,5,5,5,5.1,1000,Other
385,51.82692,4.137057,0.0,,,1101.0,CLASS B,NL,10.0,,ARNAB,9,232185,3.0,10.0,3.0,,-999,nan,nan,nan,,,ARNAB,10.0,3.0,232185,5,5,5,5,5.1,1000,Other
386,51.82951,4.13882,0.0,0.0,0.0,1076.0,CLASS B,NL,13.0,,JOLIQUE,9,247967,4.0,8.0,3.0,,-999,nan,nan,nan,,,JOLIQUE,13.0,4.0,247967,5,5,5,5,5.1,1000,Other
387,51.82455,4.12877,0.0,,,47.0,CLASS B,NL,18.0,,ESCAPE,9,6408830,5.0,12.0,3.0,,-999,nan,nan,nan,,,ESCAPE,18.0,5.0,6408830,5,5,5,5,5.1,1000,Other
388,51.93433,4.045037,36.0,255.0,259.0,1.0,,NL,135.0,0.0,JENGA,7,1187336,17.0,123.0,8.0,3500.0,61,nan,nan,nan,,,JENGA,135.0,17.0,1187336,5,5,5,5,5.1,1000,Other
389,51.97268,3.995033,15.0,103.0,312.0,2.0,ROTTERDAM,MT,32.0,0.0,VB CHEETAH,3,370767,13.0,10.0,8.0,,54,nan,nan,nan,Tug,,VB CHEETAH,32.0,13.0,370767,5,5,5,5,5.1,1000,Other
390,51.95794,4.144975,86.0,312.0,313.0,2.0,ROTTERDAM,BE,32.0,0.0,VB TIGER,3,118105,13.0,10.0,6.0,,54,nan,nan,nan,Tug,,VB TIGER,32.0,13.0,118105,5,5,5,5,5.1,1000,Other
391,51.96918,4.133162,126.0,293.0,293.0,2.0,1E EEMHAVEN,NL,60.0,,ZEUS,8,1697752,7.0,60.0,8.0,,25,nan,nan,nan,,,ZEUS,60.0,7.0,1697752,5,5,5,5,5.1,1000,Other
392,51.8473,3.925058,22.0,133.0,133.0,3.0,CLASS B,NL,10.0,,MESSIRA,9,4177718,4.0,9.0,2.0,,-999,nan,nan,nan,,,MESSIRA,10.0,4.0,4177718,5,5,5,5,5.1,1000,Other
393,51.94592,4.130707,0.0,207.0,179.0,2.0,ROTTERDAM,BS,179.0,0.0,PRIDE OF YORK,6,373909,25.0,28.0,21.0,6403.0,116,nan,nan,nan,,,PRIDE OF YORK,179.0,25.0,373909,5,5,5,5,5.1,1000,Other
