station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Station Holendrecht,54.0,56.0,73.0,75.0,67.0,69.0,85.0,58.0,64.0,55.0
Station RAI,61.0,50.0,71.0,46.0,69.0,53.0,62.0,47.0,53.0,65.0
Station Sloterdijk,74.0,105.0,90.0,80.0,91.0,91.0,95.0,101.0,83.0,91.0
Strandvliet,82.0,73.0,70.0,71.0,72.0,72.0,68.0,69.0,50.0,67.0
Van Baerlestraat,33.0,29.0,27.0,42.0,39.0,41.0,33.0,35.0,44.0,43.0
Van der Madeweg,49.0,52.0,58.0,55.0,70.0,77.0,62.0,60.0,55.0,47.0
Venserpolder,35.0,62.0,47.0,55.0,46.0,49.0,62.0,59.0,68.0,50.0
Verrijn Stuartweg,8.0,7.0,9.0,6.0,5.0,4.0,4.0,6.0,5.0,6.0
Victorieplein,13.0,17.0,8.0,14.0,9.0,12.0,10.0,13.0,14.0,12.0
Vijzelgracht,290.0,270.0,274.0,285.0,295.0,303.0,278.0,291.0,265.0,319.0
VU medisch centrum,1.0,4.0,4.0,6.0,,4.0,2.0,2.0,2.0,2.0
Waalstraat,3.0,3.0,2.0,2.0,1.0,1.0,1.0,,3.0,7.0
Waterlooplein,120.0,133.0,115.0,143.0,137.0,133.0,132.0,146.0,126.0,120.0
Weesperplein,57.0,61.0,66.0,50.0,67.0,64.0,49.0,56.0,52.0,62.0
Wibautstraat,93.0,83.0,89.0,76.0,65.0,76.0,74.0,101.0,81.0,63.0
Station Zuid,795.0,738.0,763.0,767.0,747.0,741.0,737.0,764.0,783.0,708.0
Station Lelylaan,46.0,45.0,29.0,60.0,52.0,42.0,53.0,39.0,45.0,40.0
