departure,line,occupancy1,occupancy2,occupancy3,occupancy4,occupancy5,occupancy6,occupancy7,occupancy8,occupancy9,occupancy10
08:33:00,tram12_1,"[49, 49, 57, 57, 57, 57, 59, 127, 121, 110, 108, 94, 86, 83, 79, 79, 70, 39, 33]","[34, 34, 39, 39, 40, 40, 44, 74, 62, 56, 56, 50, 51, 50, 50, 46, 44, 27, 25]","[38, 38, 43, 44, 44, 44, 44, 76, 70, 66, 58, 50, 45, 42, 42, 40, 35, 20, 19]","[48, 48, 49, 49, 49, 49, 49, 82, 74, 70, 57, 44, 43, 36, 36, 33, 33, 24, 18]","[35, 35, 39, 41, 41, 40, 39, 87, 81, 77, 66, 59, 58, 55, 55, 49, 49, 23, 20]","[37, 37, 40, 41, 42, 42, 44, 61, 60, 56, 43, 38, 33, 33, 33, 29, 27, 19, 19]","[30, 30, 32, 35, 37, 37, 39, 79, 71, 66, 53, 40, 39, 37, 37, 36, 31, 21, 15]","[39, 39, 41, 43, 44, 44, 45, 61, 54, 53, 47, 39, 41, 40, 42, 40, 38, 23, 21]","[35, 35, 40, 41, 41, 41, 41, 70, 61, 58, 49, 37, 36, 33, 36, 32, 29, 13, 10]","[36, 37, 42, 42, 42, 42, 44, 80, 77, 66, 64, 47, 50, 50, 50, 48, 42, 34, 33]"
08:34:00,tram24_1,"[9, 3, 7, 4, 7, 8, 9, 8, 8, 8, 8, 8, 9, 11, 11, 1]","[9, 4, 5, 5, 8, 11, 10, 8, 9, 9, 9, 8, 8, 8, 8, 1]","[7, 3, 5, 5, 6, 6, 12, 12, 12, 12, 12, 11, 11, 11, 11, 1]","[9, 4, 6, 5, 7, 6, 4, 5, 4, 4, 4, 7, 7, 9, 9, 0]","[9, 2, 2, 2, 2, 2, 10, 9, 8, 8, 8, 8, 8, 8, 8, 1]","[10, 5, 8, 7, 8, 8, 12, 8, 8, 8, 8, 8, 8, 7, 7, 0]","[13, 7, 10, 9, 9, 7, 7, 4, 3, 3, 3, 3, 3, 3, 3, 0]","[14, 3, 5, 5, 6, 7, 7, 6, 6, 6, 6, 6, 6, 5, 5, 0]","[10, 5, 6, 6, 7, 7, 10, 8, 7, 7, 7, 7, 6, 5, 5, 0]","[4, 3, 3, 2, 2, 2, 4, 3, 4, 4, 4, 6, 7, 8, 8, 0]"
08:35:00,tram24_0,"[0, 1, 27, 27, 30, 30, 30, 30, 30, 30, 29, 30, 28, 25, 24]","[0, 1, 19, 19, 20, 20, 22, 22, 22, 22, 21, 16, 17, 16, 16]","[0, 1, 23, 23, 23, 23, 25, 25, 25, 25, 22, 20, 22, 17, 17]","[0, 0, 14, 14, 18, 19, 18, 18, 18, 17, 18, 16, 17, 16, 16]","[0, 1, 21, 21, 20, 20, 20, 20, 20, 20, 21, 21, 20, 19, 16]","[0, 0, 14, 14, 15, 17, 17, 17, 17, 17, 19, 13, 13, 14, 14]","[0, 0, 19, 19, 19, 20, 21, 21, 21, 21, 17, 14, 15, 13, 13]","[0, 0, 24, 24, 25, 25, 24, 24, 24, 25, 23, 21, 22, 23, 23]","[0, 0, 24, 24, 25, 24, 25, 25, 25, 26, 25, 21, 21, 18, 17]","[0, 1, 20, 20, 20, 19, 20, 20, 20, 20, 19, 15, 14, 14, 13]"
08:35:00,metro52_1,"[27, 28, 33, 32, 29, 15, 12]","[21, 25, 35, 34, 26, 13, 10]","[18, 22, 31, 34, 28, 17, 13]","[27, 29, 33, 32, 30, 5, 4]","[24, 28, 33, 31, 21, 7, 4]","[26, 25, 30, 31, 31, 12, 8]","[25, 27, 35, 36, 33, 11, 10]","[19, 22, 34, 30, 24, 9, 8]","[28, 33, 39, 39, 42, 12, 9]","[26, 26, 34, 33, 29, 3, 2]"
08:35:00,tram12_0,"[41, 39, 44, 42, 36, 38, 37, 47, 45, 44, 43, 36, 43, 39, 39, 39, 38]","[30, 32, 41, 32, 29, 27, 32, 42, 36, 35, 34, 37, 34, 33, 33, 33, 33]","[40, 39, 43, 37, 34, 34, 37, 40, 33, 32, 34, 29, 25, 25, 25, 25, 27]","[24, 23, 26, 23, 21, 21, 26, 33, 34, 31, 32, 32, 29, 29, 29, 29, 29]","[31, 32, 38, 38, 34, 35, 37, 41, 38, 38, 40, 40, 42, 42, 41, 42, 42]","[29, 26, 30, 24, 22, 22, 21, 31, 31, 30, 33, 33, 33, 33, 31, 31, 31]","[27, 25, 32, 26, 25, 25, 28, 37, 34, 30, 32, 30, 34, 34, 34, 34, 34]","[22, 25, 33, 31, 27, 27, 31, 39, 37, 32, 32, 31, 40, 40, 39, 39, 39]","[23, 24, 27, 23, 22, 21, 23, 30, 30, 34, 34, 31, 48, 48, 47, 47, 47]","[31, 34, 37, 35, 35, 36, 36, 51, 52, 46, 49, 50, 45, 44, 44, 44, 44]"
08:36:00,metro52_0,"[58, 76, 87, 75, 69, 71, 71]","[56, 68, 95, 78, 74, 72, 66]","[54, 66, 78, 61, 65, 61, 57]","[47, 59, 85, 73, 68, 66, 58]","[49, 61, 88, 72, 68, 64, 60]","[46, 61, 74, 66, 57, 63, 57]","[55, 66, 87, 80, 72, 75, 65]","[49, 69, 96, 80, 71, 78, 77]","[51, 65, 83, 67, 66, 63, 62]","[50, 65, 81, 65, 60, 59, 56]"
08:39:00,tram12_1,"[14, 14, 14, 14, 15, 15, 15, 19, 14, 13, 11, 10, 8, 8]","[17, 17, 18, 18, 18, 18, 18, 29, 22, 21, 18, 16, 14, 14]","[9, 9, 10, 10, 10, 10, 10, 20, 17, 14, 11, 11, 12, 11]","[13, 13, 14, 14, 14, 14, 14, 25, 24, 22, 21, 15, 13, 13]","[16, 16, 17, 17, 17, 17, 17, 20, 17, 12, 10, 10, 9, 9]","[6, 6, 8, 8, 8, 8, 8, 14, 10, 10, 8, 5, 3, 3]","[11, 11, 11, 11, 11, 11, 11, 18, 16, 15, 14, 14, 12, 12]","[12, 12, 14, 14, 14, 14, 14, 17, 13, 11, 10, 8, 7, 8]","[18, 18, 18, 18, 18, 18, 18, 12, 11, 11, 11, 8, 8, 8]","[15, 15, 15, 15, 15, 15, 16, 25, 17, 14, 9, 8, 8, 8]"
08:40:00,metro50_1,"[8, 21, 34, 51, 71, 70, 77, 90, 92, 85, 48]","[10, 31, 39, 48, 57, 62, 68, 94, 93, 94, 54]","[15, 32, 46, 61, 71, 77, 82, 109, 107, 105, 51]","[12, 26, 35, 51, 72, 81, 89, 107, 106, 113, 43]","[9, 25, 33, 47, 65, 67, 68, 110, 109, 112, 52]","[12, 27, 38, 57, 70, 74, 77, 110, 111, 113, 45]","[13, 28, 43, 61, 69, 73, 76, 96, 97, 97, 52]","[8, 27, 37, 53, 68, 78, 84, 106, 106, 106, 56]","[11, 31, 38, 51, 67, 70, 77, 93, 97, 98, 38]","[11, 23, 32, 42, 52, 56, 62, 80, 79, 83, 43]"
08:41:00,metro50_0,"[0, 10, 15, 18, 22, 29, 29, 33, 31, 77, 70]","[0, 12, 17, 25, 32, 39, 42, 43, 39, 67, 61]","[2, 12, 19, 21, 31, 37, 37, 45, 35, 65, 57]","[1, 18, 21, 28, 32, 37, 39, 42, 35, 55, 48]","[4, 21, 25, 29, 32, 36, 41, 44, 24, 59, 53]","[2, 13, 16, 25, 35, 39, 41, 45, 45, 56, 56]","[5, 23, 23, 34, 37, 43, 46, 53, 45, 61, 56]","[1, 18, 24, 31, 35, 41, 45, 55, 43, 63, 54]","[1, 21, 23, 24, 27, 31, 32, 37, 37, 66, 58]","[2, 12, 15, 23, 27, 35, 40, 46, 42, 65, 60]"
08:41:00,metro52_1,"[76, 65, 64, 60, 44, 17, 11]","[78, 79, 70, 66, 44, 14, 13]","[66, 65, 62, 60, 44, 12, 7]","[70, 69, 58, 56, 41, 14, 11]","[77, 68, 74, 69, 44, 19, 16]","[87, 76, 74, 65, 35, 9, 6]","[74, 70, 73, 65, 42, 14, 8]","[74, 79, 64, 59, 40, 16, 10]","[58, 56, 57, 49, 33, 10, 6]","[72, 68, 70, 64, 42, 13, 11]"
08:41:00,tram12_0,"[7, 7, 8, 8, 7, 6, 7, 6, 5, 4, 4, 5]","[11, 10, 11, 8, 8, 8, 9, 11, 8, 7, 6, 7]","[9, 9, 8, 7, 5, 3, 3, 5, 4, 5, 6, 7]","[11, 11, 11, 12, 11, 10, 10, 10, 8, 3, 2, 2]","[6, 6, 7, 7, 6, 6, 6, 8, 9, 9, 7, 8]","[7, 7, 13, 13, 11, 10, 11, 13, 12, 9, 7, 8]","[13, 11, 15, 15, 14, 14, 14, 16, 13, 12, 10, 10]","[7, 7, 9, 6, 5, 5, 5, 4, 6, 5, 3, 3]","[7, 6, 8, 8, 6, 6, 7, 7, 7, 5, 5, 5]","[13, 13, 17, 14, 10, 11, 12, 11, 13, 12, 12, 12]"
08:42:00,metro52_0,"[53, 64, 61, 54, 57, 50, 59]","[40, 62, 85, 68, 62, 54, 52]","[43, 61, 76, 68, 65, 58, 56]","[46, 54, 67, 59, 60, 48, 42]","[46, 57, 73, 59, 58, 46, 43]","[51, 66, 78, 66, 58, 59, 57]","[57, 71, 69, 58, 55, 46, 43]","[47, 70, 80, 68, 68, 59, 51]","[49, 63, 76, 54, 48, 51, 52]","[46, 61, 78, 75, 77, 61, 56]"
08:43:00,metro53_0,"[7, 29, 29, 31, 43, 51, 56, 55, 45, 48]","[7, 25, 25, 27, 42, 46, 39, 42, 37, 38]","[9, 23, 23, 24, 39, 49, 44, 45, 35, 40]","[11, 29, 29, 30, 35, 46, 45, 46, 41, 48]","[9, 31, 31, 33, 39, 50, 53, 53, 47, 49]","[10, 26, 26, 26, 41, 48, 50, 52, 42, 49]","[6, 20, 20, 25, 40, 51, 55, 58, 44, 45]","[9, 29, 29, 30, 38, 42, 50, 48, 39, 46]","[6, 25, 25, 26, 41, 56, 55, 56, 45, 52]","[8, 25, 25, 26, 34, 37, 54, 55, 47, 53]"
08:43:00,metro53_1,"[53, 44, 43, 40, 41, 33, 34, 16, 11, 6]","[39, 36, 32, 31, 27, 26, 27, 6, 5, 4]","[39, 34, 25, 25, 23, 26, 26, 15, 11, 8]","[48, 46, 42, 43, 43, 40, 41, 21, 21, 17]","[45, 39, 35, 33, 36, 34, 32, 17, 12, 10]","[49, 44, 39, 33, 32, 32, 33, 18, 15, 7]","[45, 40, 37, 32, 32, 36, 37, 14, 13, 10]","[37, 31, 25, 23, 26, 28, 32, 16, 14, 11]","[39, 34, 32, 30, 31, 33, 32, 16, 14, 8]","[59, 56, 48, 45, 46, 42, 43, 11, 8, 5]"
08:44:00,tram24_1,"[3, 7, 4, 4, 4, 7, 9, 19, 17, 17, 17]","[7, 4, 2, 2, 1, 2, 9, 16, 11, 11, 11]","[3, 4, 3, 2, 2, 2, 5, 11, 11, 11, 11]","[4, 5, 4, 3, 5, 5, 9, 7, 8, 8, 8]","[7, 5, 2, 2, 2, 2, 7, 10, 10, 10, 10]","[11, 12, 7, 7, 7, 7, 8, 11, 7, 7, 7]","[9, 7, 6, 5, 6, 6, 11, 14, 12, 12, 12]","[9, 9, 6, 5, 5, 5, 9, 11, 10, 10, 10]","[5, 4, 5, 4, 3, 3, 10, 12, 13, 13, 13]","[5, 7, 7, 5, 4, 4, 10, 16, 14, 14, 14]"
08:45:00,tram24_0,"[0, 0, 20, 20, 20, 20, 21, 21, 21, 21]","[0, 1, 22, 22, 26, 27, 27, 27, 27, 27]","[0, 0, 15, 15, 17, 17, 18, 18, 18, 17]","[0, 0, 16, 16, 16, 16, 18, 18, 18, 18]","[0, 0, 22, 22, 23, 24, 23, 23, 23, 23]","[0, 0, 11, 11, 11, 14, 16, 16, 16, 17]","[0, 0, 15, 15, 14, 15, 14, 14, 14, 14]","[0, 0, 15, 15, 15, 15, 15, 15, 15, 15]","[0, 1, 18, 18, 18, 17, 18, 18, 18, 19]","[0, 1, 10, 10, 10, 10, 10, 10, 10, 10]"
08:45:00,tram12_1,"[7, 7, 7, 7, 7, 7, 7, 10, 9, 9]","[13, 13, 13, 13, 13, 13, 14, 10, 8, 7]","[13, 13, 14, 14, 14, 14, 14, 15, 13, 12]","[11, 11, 11, 11, 11, 11, 12, 13, 12, 12]","[11, 11, 12, 12, 12, 12, 12, 15, 13, 14]","[7, 7, 9, 9, 9, 9, 9, 14, 12, 10]","[5, 5, 5, 5, 5, 5, 5, 13, 12, 11]","[7, 7, 8, 8, 8, 8, 8, 14, 12, 12]","[11, 11, 11, 11, 11, 11, 10, 12, 11, 11]","[12, 12, 12, 12, 12, 12, 13, 14, 13, 10]"
08:47:00,metro52_1,"[16, 21, 22, 22, 21, 18, 13]","[30, 28, 30, 26, 23, 11, 10]","[26, 28, 26, 28, 29, 14, 10]","[26, 27, 32, 36, 26, 9, 4]","[17, 20, 18, 19, 18, 7, 6]","[19, 22, 29, 29, 20, 5, 5]","[21, 22, 25, 26, 21, 11, 11]","[21, 23, 28, 26, 18, 12, 10]","[33, 34, 31, 28, 25, 9, 6]","[23, 28, 24, 22, 20, 11, 11]"
08:47:00,tram12_0,"[5, 5, 4, 5, 4, 6, 6, 8, 7]","[5, 7, 8, 7, 7, 7, 8, 12, 12]","[3, 5, 3, 4, 4, 4, 3, 3, 3]","[5, 5, 4, 4, 2, 2, 2, 2, 2]","[6, 7, 8, 6, 6, 6, 6, 10, 11]","[6, 5, 8, 7, 7, 6, 5, 5, 5]","[7, 6, 10, 10, 9, 9, 9, 11, 11]","[7, 7, 5, 6, 6, 6, 6, 8, 8]","[7, 9, 8, 9, 9, 9, 8, 13, 12]","[5, 4, 5, 5, 5, 5, 3, 6, 4]"
08:48:00,metro52_0,"[57, 64, 63, 53, 52, 62]","[60, 72, 60, 52, 50, 69]","[52, 69, 71, 62, 61, 75]","[54, 68, 66, 61, 62, 74]","[55, 67, 66, 58, 54, 65]","[45, 60, 63, 58, 59, 67]","[59, 66, 51, 49, 49, 46]","[54, 68, 69, 71, 70, 64]","[49, 59, 63, 57, 54, 58]","[60, 73, 72, 70, 68, 83]"
08:50:00,metro50_1,"[12, 22, 30, 44, 59, 63]","[10, 22, 37, 48, 67, 74]","[10, 18, 24, 40, 58, 62]","[11, 23, 26, 43, 62, 73]","[8, 22, 35, 49, 60, 63]","[13, 23, 35, 46, 57, 61]","[16, 36, 41, 60, 75, 79]","[12, 28, 39, 52, 72, 78]","[8, 21, 27, 37, 52, 60]","[15, 23, 34, 49, 64, 71]"
08:51:00,metro50_0,"[2, 19, 22, 29, 31]","[4, 13, 17, 26, 29]","[2, 18, 25, 30, 32]","[3, 23, 31, 37, 39]","[3, 18, 26, 31, 35]","[3, 16, 21, 28, 34]","[4, 22, 27, 30, 37]","[2, 13, 16, 26, 31]","[2, 20, 28, 31, 34]","[5, 14, 20, 30, 32]"
08:51:00,tram12_1,"[17, 17, 18, 18, 18, 18]","[12, 13, 14, 14, 14, 14]","[16, 16, 16, 16, 16, 16]","[28, 28, 28, 29, 29, 29]","[14, 14, 14, 14, 14, 14]","[21, 21, 23, 23, 23, 23]","[21, 21, 23, 24, 24, 24]","[14, 14, 14, 14, 14, 14]","[9, 9, 10, 10, 10, 10]","[18, 19, 20, 20, 21, 21]"
08:53:00,metro53_0,"[9, 34, 34, 35, 45]","[6, 31, 31, 37, 48]","[9, 27, 27, 30, 37]","[10, 38, 38, 39, 50]","[10, 32, 32, 36, 46]","[13, 25, 25, 26, 44]","[9, 28, 28, 30, 37]","[7, 25, 25, 27, 37]","[17, 40, 40, 44, 55]","[14, 44, 44, 47, 57]"
08:53:00,metro53_1,"[43, 42, 36, 36, 37]","[50, 45, 42, 42, 40]","[47, 40, 38, 34, 34]","[36, 34, 29, 28, 25]","[29, 32, 27, 28, 29]","[46, 41, 43, 42, 40]","[57, 53, 43, 41, 41]","[44, 43, 40, 41, 41]","[47, 42, 38, 34, 33]","[47, 40, 37, 36, 40]"
08:53:00,metro52_1,"[105, 97, 95, 92]","[91, 88, 83, 79]","[97, 94, 90, 83]","[76, 68, 66, 58]","[76, 75, 71, 69]","[78, 77, 73, 72]","[75, 69, 71, 69]","[85, 84, 80, 74]","[90, 88, 89, 86]","[74, 69, 78, 77]"
08:53:00,tram12_0,"[13, 13, 19, 18]","[6, 6, 6, 6]","[8, 9, 13, 9]","[5, 5, 9, 8]","[13, 13, 13, 11]","[7, 5, 8, 7]","[4, 3, 10, 10]","[6, 6, 10, 9]","[7, 6, 10, 9]","[10, 9, 11, 10]"
08:54:00,tram24_1,"[8, 8, 9, 7]","[10, 10, 10, 10]","[10, 7, 6, 6]","[15, 4, 4, 3]","[11, 9, 6, 4]","[7, 8, 8, 8]","[11, 9, 10, 9]","[8, 8, 7, 7]","[6, 3, 6, 5]","[10, 4, 10, 9]"
08:54:00,metro52_0,"[53, 68, 83]","[52, 62, 71]","[58, 74, 90]","[48, 57, 73]","[57, 73, 87]","[63, 73, 75]","[61, 76, 82]","[63, 75, 88]","[69, 78, 85]","[49, 64, 74]"
08:55:00,tram24_0,"[0, 0, 15]","[0, 0, 19]","[0, 0, 20]","[0, 0, 24]","[0, 0, 27]","[0, 0, 21]","[0, 1, 22]","[0, 0, 23]","[0, 0, 18]","[0, 1, 16]"
08:57:00,tram12_1,"[11, 11]","[8, 8]","[7, 7]","[9, 9]","[6, 6]","[12, 12]","[8, 8]","[13, 13]","[13, 13]","[12, 12]"
08:59:00,metro52_1,[61],[64],[68],[80],[61],[80],[65],[79],[72],[59]
08:59:00,tram12_0,[9],[5],[6],[9],[5],[5],[8],[5],[9],[5]
