station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Overamstel,19.0,23.0,14.0,21.0,15.0,17.0,13.0,18.0,22.0,21.0
Postjesweg,26.0,23.0,17.0,23.0,15.0,17.0,22.0,27.0,16.0,19.0
Prinsengracht,35.0,31.0,28.0,37.0,41.0,40.0,34.0,38.0,28.0,30.0
Reigersbos,57.0,55.0,65.0,60.0,61.0,51.0,52.0,58.0,60.0,55.0
Rijksmuseum,167.0,167.0,172.0,169.0,164.0,152.0,159.0,135.0,163.0,154.0
Roelof Hartplein,98.0,127.0,112.0,114.0,113.0,133.0,122.0,101.0,108.0,120.0
Rokin,1074.0,1070.0,1095.0,1049.0,1135.0,1052.0,1117.0,1071.0,1066.0,1101.0
Scheldestraat,5.0,7.0,5.0,9.0,5.0,7.0,2.0,7.0,7.0,8.0
Spaklerweg,29.0,26.0,34.0,21.0,18.0,37.0,33.0,28.0,27.0,26.0
Spui,58.0,54.0,48.0,56.0,57.0,48.0,53.0,54.0,58.0,58.0
Station Bijlmer ArenA,238.0,259.0,297.0,245.0,246.0,251.0,261.0,250.0,272.0,273.0
Station Diemen-Zuid,50.0,61.0,56.0,49.0,63.0,62.0,58.0,45.0,58.0,55.0
Station Duivendrecht,59.0,52.0,51.0,56.0,50.0,60.0,38.0,51.0,44.0,46.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,74.0,70.0,51.0,86.0,60.0,50.0,53.0,65.0,49.0,60.0
Station RAI,85.0,83.0,82.0,81.0,65.0,70.0,92.0,78.0,74.0,86.0
Station Sloterdijk,118.0,103.0,106.0,143.0,105.0,111.0,106.0,104.0,95.0,111.0
Strandvliet,56.0,47.0,60.0,47.0,49.0,44.0,51.0,38.0,42.0,67.0
Van Baerlestraat,91.0,95.0,104.0,103.0,96.0,92.0,107.0,105.0,79.0,100.0
Van der Madeweg,76.0,74.0,100.0,82.0,79.0,100.0,93.0,80.0,98.0,86.0
Venserpolder,33.0,35.0,31.0,35.0,22.0,33.0,24.0,32.0,32.0,35.0
Verrijn Stuartweg,5.0,8.0,8.0,4.0,5.0,9.0,6.0,7.0,11.0,5.0
Victorieplein,12.0,13.0,9.0,19.0,9.0,11.0,13.0,10.0,13.0,16.0
Vijzelgracht,484.0,477.0,477.0,508.0,488.0,437.0,487.0,487.0,493.0,493.0
VU medisch centrum,11.0,3.0,6.0,3.0,5.0,8.0,8.0,8.0,7.0,5.0
Waalstraat,1.0,4.0,1.0,,1.0,4.0,,,,4.0
Waterlooplein,197.0,203.0,197.0,212.0,222.0,209.0,201.0,200.0,203.0,214.0
Weesperplein,152.0,111.0,130.0,134.0,126.0,133.0,154.0,150.0,143.0,138.0
Wibautstraat,75.0,67.0,78.0,56.0,58.0,63.0,78.0,68.0,81.0,65.0
Station Zuid,767.0,791.0,779.0,809.0,779.0,806.0,770.0,723.0,809.0,727.0
Station Lelylaan,57.0,43.0,57.0,53.0,40.0,54.0,60.0,49.0,43.0,60.0
