station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Minervaplein,6.0,6.0,7.0,7.0,3.0,4.0,8.0,9.0,5.0,7.0
Muntplein,10.0,7.0,5.0,13.0,6.0,8.0,7.0,5.0,7.0,8.0
Museumplein,31.0,32.0,27.0,30.0,29.0,42.0,32.0,29.0,23.0,36.0
Nieuwezijds Kolk,12.0,12.0,18.0,12.0,20.0,14.0,20.0,24.0,19.0,17.0
Nieuwmarkt,95.0,92.0,102.0,91.0,101.0,97.0,101.0,94.0,88.0,100.0
Noord,2387.0,2348.0,2349.0,2378.0,2334.0,2365.0,2299.0,2439.0,2324.0,2274.0
Noorderpark,653.0,597.0,543.0,624.0,595.0,616.0,646.0,581.0,562.0,612.0
Olympiaplein,51.0,40.0,56.0,35.0,49.0,45.0,41.0,50.0,53.0,43.0
Olympiaweg,44.0,47.0,36.0,43.0,34.0,37.0,31.0,33.0,40.0,36.0
Olympisch stadion,27.0,25.0,25.0,39.0,22.0,26.0,25.0,27.0,19.0,28.0
Overamstel,71.0,56.0,73.0,59.0,89.0,77.0,56.0,62.0,66.0,82.0
Postjesweg,175.0,223.0,209.0,186.0,180.0,183.0,190.0,167.0,217.0,174.0
Prinsengracht,18.0,19.0,15.0,12.0,20.0,17.0,21.0,19.0,21.0,16.0
Reigersbos,301.0,274.0,328.0,317.0,294.0,310.0,327.0,326.0,338.0,353.0
Rijksmuseum,22.0,26.0,27.0,19.0,15.0,17.0,17.0,20.0,21.0,22.0
Roelof Hartplein,80.0,96.0,120.0,91.0,86.0,91.0,87.0,80.0,98.0,100.0
Rokin,216.0,243.0,249.0,234.0,238.0,232.0,251.0,245.0,234.0,238.0
Scheldestraat,22.0,9.0,13.0,13.0,9.0,6.0,11.0,10.0,12.0,13.0
Spaklerweg,108.0,110.0,102.0,92.0,118.0,101.0,124.0,96.0,103.0,90.0
Spui,18.0,9.0,13.0,11.0,18.0,15.0,12.0,25.0,14.0,15.0
Station Bijlmer ArenA,436.0,452.0,451.0,449.0,492.0,467.0,487.0,514.0,456.0,474.0
Station Diemen-Zuid,371.0,332.0,366.0,335.0,368.0,329.0,329.0,333.0,407.0,367.0
Station Duivendrecht,778.0,771.0,775.0,764.0,707.0,776.0,742.0,720.0,772.0,769.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,284.0,280.0,285.0,316.0,288.0,286.0,291.0,270.0,301.0,295.0
Station RAI,188.0,209.0,184.0,202.0,169.0,196.0,196.0,198.0,173.0,183.0
Station Sloterdijk,915.0,959.0,956.0,899.0,957.0,958.0,936.0,910.0,999.0,908.0
Strandvliet,164.0,129.0,162.0,159.0,147.0,158.0,155.0,161.0,158.0,167.0
Van Baerlestraat,28.0,23.0,32.0,23.0,20.0,39.0,35.0,32.0,25.0,25.0
Van der Madeweg,259.0,262.0,282.0,273.0,285.0,292.0,303.0,294.0,241.0,278.0
Venserpolder,241.0,189.0,215.0,200.0,239.0,232.0,230.0,241.0,219.0,194.0
Verrijn Stuartweg,69.0,77.0,84.0,79.0,86.0,72.0,77.0,76.0,80.0,80.0
Victorieplein,50.0,64.0,55.0,56.0,57.0,61.0,51.0,41.0,68.0,58.0
Vijzelgracht,354.0,314.0,297.0,340.0,335.0,289.0,334.0,353.0,333.0,318.0
VU medisch centrum,9.0,5.0,12.0,7.0,4.0,15.0,10.0,12.0,7.0,7.0
Waalstraat,28.0,23.0,35.0,28.0,34.0,32.0,29.0,17.0,28.0,17.0
Waterlooplein,107.0,164.0,126.0,129.0,158.0,130.0,126.0,130.0,139.0,127.0
Weesperplein,209.0,208.0,205.0,193.0,215.0,201.0,203.0,219.0,194.0,213.0
Wibautstraat,314.0,309.0,308.0,310.0,315.0,282.0,328.0,300.0,310.0,316.0
Station Zuid,3014.0,3134.0,3097.0,3075.0,3033.0,3048.0,3025.0,3101.0,3047.0,3108.0
Station Lelylaan,331.0,313.0,358.0,304.0,305.0,315.0,327.0,328.0,284.0,323.0
