MONSTER_IDENTIFICATIE;MEETPUNT_IDENTIFICATIE;LOCATIE_CODE;TYPERING_OMSCHRIJVING;TYPERING_CODE;GROOTHEID_OMSCHRIJVING;GROOTHEID_ CODE;PARAMETER_OMSCHRIJVING;PARAMETER_ CODE;CAS_NR;EENHEID_CODE;HOEDANIGHEID_OMSCHRIJVING;HOEDANIGHEID_CODE;COMPARTIMENT_OMSCHRIJVING;COMPARTIMENT_CODE;WAARDEBEWERKINGSMETHODE_OMSCHRIJVING;WAARDEBEWERKINGSMETHODE_CODE;WAARDEBEPALINGSMETHODE_OMSCHRIJVING;WAARDEBEPALINGSMETHODE_CODE;BEMONSTERINGSSOORT_OMSCHRIJVING;BEMONSTERINGSSOORT_CODE;WAARNEMINGDATUM;WAARNEMINGTIJD;LIMIETSYMBOOL;NUMERIEKEWAARDE;ALFANUMERIEKEWAARDE;KWALITEITSOORDEEL_CODE;REFERENTIE;NOTITIE_CODE;NOTITIE_OMSCHRIJVING;STATUSWAARDE;OPDRACHTGEVENDE_INSTANTIE;MEETAPPARAAT_OMSCHRIJVING;MEETAPPARAAT_CODE;BEMONSTERINGSAPPARAAT_OMSCHRIJVING;BEMONSTERINGSAPPARAAT_CODE;BEMONSTERINGSHOOGTE;REFERENTIEVLAK;EPSG;LAT;LON;ORGAAN_OMSCHRIJVING;ORGAAN_CODE;TAXON_NAME;GROEPERING_OMSCHRIJVING;GROEPERING_CODE;GROEPERING_KANAAL;GROEPERING_TYPE;PROCES_TYPE
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;08:30:00;;5.9;5.9;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;08:30:00;;5.5;5.5;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;08:40:00;;5.9;5.9;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;08:40:00;;5.5;5.5;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;08:50:00;;6.0;6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;08:50:00;;5.5;5.5;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;09:00:00;;5.9;5.9;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;09:00:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;09:10:00;;5.9;5.9;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;09:10:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;09:20:00;;5.7;5.7;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;09:20:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;09:30:00;;5.7;5.7;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;09:30:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;09:40:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;09:40:00;;5.5;5.5;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;09:50:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;09:50:00;;5.5;5.5;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;10:00:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;10:00:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;10:10:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;10:10:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;10:20:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;10:20:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;10:30:00;;5.7;5.7;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;10:30:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;10:40:00;;5.7;5.7;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;10:40:00;;5.5;5.5;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;10:50:00;;5.7;5.7;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;10:50:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;11:00:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;11:00:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;11:10:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;11:10:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;11:20:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;11:20:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;11:30:00;;5.7;5.7;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;11:30:00;;5.5;5.5;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;11:40:00;;5.7;5.7;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;11:40:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;11:50:00;;5.7;5.7;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;11:50:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;12:00:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;12:00:00;;5.5;5.5;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;12:10:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;12:10:00;;5.5;5.5;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;12:20:00;;5.9;5.9;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;12:20:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;12:30:00;;5.9;5.9;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;12:30:00;;5.6;5.6;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;12:40:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;12:40:00;;5.5;5.5;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;12:50:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;12:50:00;;5.5;5.5;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;13:00:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;13:00:00;;5.7;5.7;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;-450;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
"";Terneuzen, Sluiskilbrug;terneuzen.sluiskilbrug;;;Temperatuur;T;;;;oC;;;Oppervlaktewater;OW;;;Rek. gem. watertemperatuur over vorige 5 en volgende 5 min.;other:F077;Steekbemonstering;SB;14-01-2026;13:10:00;;5.8;5.8;00;;;;Ongecontroleerd;ZLXXREG_ZEGE;other:NKE Smart Conductivity + Temperature (CT) sensor;10298;;;25;NAP;ETRS89;51.294;3.8354;;;;;;;;meting
