departure,line,occupancy1,occupancy2,occupancy3,occupancy4,occupancy5,occupancy6,occupancy7,occupancy8,occupancy9,occupancy10
08:06:00,metro52_0,"[46, 57, 67, 59, 59, 54, 49]","[51, 72, 74, 68, 70, 68, 67]","[57, 71, 72, 72, 70, 62, 58]","[47, 71, 64, 61, 62, 49, 53]","[44, 52, 55, 49, 48, 49, 44]","[41, 56, 60, 50, 52, 42, 44]","[45, 57, 58, 54, 53, 54, 60]","[48, 61, 58, 57, 57, 46, 47]","[38, 58, 64, 62, 58, 55, 54]","[46, 55, 56, 54, 54, 49, 46]"
08:09:00,tram12_1,"[12, 12, 14, 15, 15, 15, 15, 12, 10, 9, 12, 13, 14, 13, 13, 13, 13, 9, 9]","[7, 7, 8, 8, 8, 8, 8, 16, 10, 10, 10, 7, 7, 7, 7, 7, 7, 6, 6]","[5, 5, 5, 5, 5, 5, 5, 13, 12, 12, 12, 11, 11, 11, 10, 10, 10, 6, 6]","[12, 12, 12, 12, 12, 12, 12, 19, 16, 16, 14, 11, 12, 13, 13, 14, 14, 9, 8]","[4, 4, 5, 5, 5, 5, 5, 12, 12, 12, 12, 11, 11, 12, 12, 11, 11, 9, 10]","[7, 7, 7, 7, 7, 7, 7, 18, 15, 14, 14, 12, 11, 11, 11, 10, 8, 3, 3]","[9, 9, 9, 10, 10, 10, 10, 13, 11, 9, 7, 7, 6, 6, 6, 5, 5, 2, 1]","[3, 3, 4, 4, 4, 4, 4, 11, 8, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4]","[10, 10, 11, 11, 11, 11, 11, 13, 12, 12, 10, 10, 11, 12, 10, 10, 11, 10, 9]","[9, 9, 11, 11, 11, 11, 11, 14, 14, 13, 11, 8, 8, 7, 8, 8, 9, 9, 7]"
08:10:00,metro50_1,"[6, 19, 31, 46, 60, 70, 77, 111, 110, 103, 53, 42, 40, 38, 32, 30, 23, 20, 0]","[13, 32, 41, 58, 76, 83, 89, 125, 121, 118, 50, 41, 36, 35, 29, 27, 24, 20, 1]","[9, 24, 35, 46, 59, 66, 75, 115, 117, 115, 53, 39, 35, 32, 24, 21, 19, 15, 0]","[11, 24, 29, 40, 55, 69, 78, 94, 92, 91, 50, 36, 34, 33, 25, 19, 16, 13, 0]","[11, 21, 28, 38, 51, 60, 67, 96, 95, 95, 33, 27, 24, 24, 19, 18, 16, 15, 2]","[15, 33, 41, 56, 70, 73, 80, 121, 122, 121, 49, 36, 31, 29, 26, 23, 22, 21, 3]","[11, 25, 33, 42, 64, 74, 80, 104, 104, 100, 60, 43, 36, 34, 30, 26, 24, 19, 3]","[14, 27, 34, 47, 55, 58, 61, 100, 101, 102, 54, 41, 36, 34, 26, 24, 22, 21, 3]","[13, 33, 40, 46, 60, 65, 68, 115, 115, 114, 52, 37, 34, 33, 27, 26, 19, 12, 3]","[8, 21, 34, 46, 60, 62, 64, 99, 98, 100, 49, 27, 25, 22, 18, 16, 14, 13, 0]"
08:11:00,metro50_0,"[0, 16, 20, 27, 30, 32, 33, 36, 29, 72, 65, 64, 41, 40, 38, 14, 8, 3, 1]","[2, 10, 14, 22, 24, 28, 31, 33, 25, 54, 52, 51, 35, 32, 31, 18, 12, 8, 5]","[5, 23, 33, 38, 40, 47, 48, 56, 44, 62, 55, 58, 42, 37, 35, 13, 7, 4, 0]","[3, 17, 20, 29, 30, 35, 37, 39, 36, 66, 62, 59, 37, 34, 33, 13, 9, 5, 2]","[1, 14, 16, 21, 23, 28, 34, 39, 29, 66, 60, 63, 40, 39, 38, 20, 13, 4, 1]","[2, 13, 17, 19, 23, 23, 26, 28, 24, 58, 53, 50, 40, 35, 30, 12, 10, 2, 0]","[2, 24, 31, 37, 40, 41, 43, 48, 33, 56, 55, 53, 38, 37, 33, 18, 13, 7, 2]","[1, 17, 21, 27, 29, 35, 40, 43, 35, 60, 60, 60, 45, 35, 36, 20, 14, 4, 0]","[1, 19, 25, 34, 38, 46, 47, 52, 33, 60, 55, 52, 40, 35, 32, 12, 9, 4, 1]","[2, 23, 26, 30, 31, 35, 35, 42, 36, 55, 55, 55, 41, 39, 37, 19, 12, 3, 0]"
08:11:00,metro52_1,"[21, 21, 20, 23, 18, 4, 4]","[26, 26, 23, 21, 17, 4, 2]","[27, 25, 30, 33, 26, 7, 5]","[27, 26, 29, 27, 21, 6, 4]","[26, 29, 30, 30, 29, 6, 3]","[20, 21, 25, 21, 16, 1, 1]","[25, 27, 26, 28, 22, 6, 5]","[25, 26, 31, 26, 25, 3, 1]","[21, 24, 22, 24, 23, 6, 2]","[20, 29, 25, 25, 21, 2, 2]"
08:11:00,tram12_0,"[2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 3, 6, 6, 6, 6, 6, 6, 6]","[4, 4, 1, 1, 1, 2, 2, 3, 6, 6, 7, 6, 8, 8, 8, 8, 8, 9, 9]","[1, 1, 0, 0, 0, 0, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4]","[4, 4, 4, 4, 4, 5, 5, 5, 8, 8, 8, 7, 6, 6, 6, 6, 6, 6, 6]","[2, 4, 3, 4, 4, 4, 5, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 7, 7]","[1, 1, 0, 0, 1, 1, 1, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 7, 7]","[5, 5, 2, 2, 2, 3, 2, 4, 3, 3, 4, 4, 8, 8, 8, 8, 8, 8, 8]","[2, 3, 2, 2, 2, 2, 2, 3, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[4, 5, 4, 4, 4, 6, 6, 7, 6, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6]","[7, 7, 4, 4, 4, 4, 4, 6, 6, 5, 5, 5, 8, 8, 6, 6, 6, 6, 6]"
08:12:00,metro52_0,"[59, 70, 57, 57, 60, 60, 63]","[57, 69, 64, 60, 61, 55, 49]","[59, 76, 69, 64, 65, 51, 48]","[59, 76, 62, 56, 59, 56, 55]","[57, 74, 66, 66, 68, 59, 51]","[57, 63, 52, 52, 48, 42, 40]","[44, 57, 54, 60, 64, 63, 61]","[51, 66, 56, 48, 49, 44, 45]","[46, 50, 43, 40, 45, 41, 40]","[39, 50, 47, 42, 40, 34, 38]"
08:13:00,metro53_0,"[5, 28, 28, 34, 48, 63, 54, 54, 50, 51, 53, 52, 51]","[10, 35, 35, 37, 44, 59, 57, 62, 51, 58, 58, 57, 54]","[12, 29, 29, 29, 42, 57, 46, 48, 43, 47, 47, 46, 46]","[5, 26, 26, 29, 43, 50, 45, 45, 46, 53, 55, 55, 54]","[7, 39, 39, 45, 60, 71, 50, 51, 45, 48, 44, 44, 44]","[9, 29, 29, 31, 41, 56, 59, 59, 55, 58, 57, 58, 50]","[12, 35, 35, 36, 46, 52, 42, 44, 37, 43, 43, 44, 45]","[8, 35, 35, 38, 47, 53, 40, 45, 32, 40, 41, 39, 39]","[13, 43, 43, 44, 61, 64, 46, 47, 33, 36, 35, 31, 31]","[13, 37, 37, 40, 54, 68, 50, 50, 46, 51, 50, 51, 47]"
08:13:00,metro53_1,"[21, 20, 19, 19, 20, 20, 21, 10, 10, 6, 6, 6, 0]","[22, 24, 23, 28, 29, 32, 34, 10, 8, 6, 5, 5, 1]","[30, 29, 32, 35, 37, 40, 41, 15, 13, 9, 9, 9, 3]","[19, 21, 22, 21, 29, 29, 34, 14, 12, 10, 9, 9, 1]","[27, 23, 25, 27, 28, 28, 30, 14, 12, 8, 8, 8, 0]","[21, 23, 23, 24, 25, 29, 31, 14, 11, 6, 5, 5, 0]","[24, 20, 22, 23, 25, 22, 22, 15, 13, 6, 6, 6, 0]","[22, 26, 24, 28, 32, 32, 34, 10, 7, 6, 6, 6, 1]","[20, 20, 19, 22, 25, 22, 22, 13, 12, 9, 9, 9, 0]","[36, 34, 30, 28, 33, 30, 30, 13, 11, 10, 9, 9, 4]"
08:14:00,tram24_1,"[10, 9, 8, 8, 8, 9, 11, 12, 11, 11, 11, 11, 11, 11, 11, 0, 0]","[3, 5, 3, 3, 2, 4, 9, 14, 10, 10, 10, 10, 10, 10, 10, 0, 0]","[5, 8, 4, 4, 4, 4, 8, 10, 9, 9, 9, 10, 10, 9, 9, 0, 0]","[3, 3, 2, 2, 3, 4, 7, 11, 10, 10, 10, 11, 11, 12, 12, 0, 0]","[4, 4, 3, 2, 2, 4, 4, 4, 4, 4, 4, 5, 6, 6, 5, 0, 0]","[3, 3, 4, 3, 3, 4, 6, 7, 6, 6, 6, 6, 7, 6, 6, 0, 0]","[10, 10, 7, 7, 7, 6, 7, 8, 9, 9, 9, 8, 9, 10, 10, 0, 0]","[6, 4, 5, 3, 4, 4, 6, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0]","[4, 4, 4, 3, 3, 3, 9, 9, 8, 8, 8, 8, 9, 8, 8, 0, 0]","[5, 10, 4, 4, 3, 4, 6, 8, 7, 7, 7, 9, 9, 8, 8, 1, 0]"
08:15:00,tram24_0,"[0, 0, 20, 20, 23, 23, 23, 23, 23, 22, 20, 15, 15, 12, 12, 10, 7]","[0, 0, 21, 21, 23, 24, 24, 24, 24, 24, 21, 16, 17, 13, 13, 12, 8]","[0, 0, 10, 10, 13, 15, 16, 16, 16, 17, 17, 13, 13, 12, 11, 7, 6]","[0, 0, 25, 25, 28, 28, 30, 30, 30, 30, 30, 24, 24, 22, 21, 14, 9]","[0, 1, 21, 21, 21, 23, 24, 24, 24, 24, 24, 17, 19, 14, 13, 11, 8]","[0, 0, 19, 19, 21, 21, 22, 22, 22, 21, 23, 19, 20, 17, 17, 14, 10]","[0, 1, 14, 14, 14, 14, 16, 16, 16, 15, 14, 10, 10, 11, 11, 13, 12]","[0, 0, 14, 14, 18, 18, 18, 18, 18, 18, 17, 12, 12, 11, 11, 7, 6]","[0, 0, 13, 13, 13, 13, 13, 13, 13, 13, 12, 12, 13, 12, 12, 14, 8]","[0, 0, 22, 22, 25, 26, 25, 25, 25, 25, 26, 19, 19, 18, 18, 16, 12]"
08:15:00,tram12_1,"[16, 16, 16, 16, 16, 16, 16, 19, 16, 13, 12, 12, 13, 14, 14, 14, 14, 10, 10]","[14, 14, 14, 14, 14, 14, 14, 21, 16, 16, 16, 15, 14, 14, 14, 12, 12, 10, 11]","[8, 8, 9, 10, 10, 10, 10, 14, 12, 13, 9, 7, 7, 9, 9, 8, 8, 5, 5]","[12, 12, 13, 13, 13, 13, 13, 7, 7, 6, 6, 6, 6, 6, 6, 6, 5, 2, 2]","[8, 8, 9, 9, 9, 9, 9, 12, 11, 13, 11, 10, 10, 11, 12, 10, 10, 10, 10]","[10, 10, 10, 10, 10, 10, 10, 13, 12, 12, 12, 7, 6, 7, 7, 5, 5, 3, 4]","[11, 11, 11, 11, 11, 11, 11, 12, 9, 7, 6, 5, 5, 5, 5, 5, 5, 1, 3]","[11, 11, 13, 13, 13, 13, 13, 18, 13, 13, 10, 10, 8, 7, 7, 6, 6, 4, 4]","[9, 9, 9, 9, 9, 9, 9, 10, 9, 10, 10, 7, 7, 8, 8, 8, 8, 4, 4]","[12, 12, 14, 15, 15, 15, 15, 7, 5, 4, 4, 6, 8, 8, 8, 7, 7, 5, 6]"
08:17:00,metro52_1,"[17, 21, 21, 21, 17, 19, 12]","[25, 33, 27, 29, 25, 9, 5]","[28, 31, 30, 30, 24, 6, 4]","[17, 18, 18, 18, 12, 13, 9]","[23, 24, 25, 29, 26, 16, 14]","[23, 24, 24, 23, 20, 8, 5]","[19, 22, 22, 24, 18, 7, 5]","[14, 16, 14, 17, 17, 14, 10]","[31, 30, 33, 32, 27, 11, 7]","[17, 21, 25, 25, 23, 13, 12]"
08:17:00,tram12_0,"[5, 3, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7]","[1, 1, 1, 1, 1, 1, 2, 5, 5, 5, 5, 6, 8, 8, 8, 8, 8, 9, 9]","[7, 7, 7, 6, 6, 6, 6, 7, 6, 8, 8, 6, 7, 7, 7, 7, 7, 7, 7]","[11, 12, 13, 12, 12, 12, 12, 15, 15, 13, 13, 8, 7, 7, 7, 7, 7, 8, 8]","[5, 5, 4, 3, 3, 3, 3, 4, 5, 5, 5, 3, 9, 9, 9, 9, 9, 9, 9]","[5, 6, 5, 5, 4, 4, 4, 6, 7, 8, 7, 7, 5, 5, 5, 5, 5, 5, 5]","[4, 4, 4, 3, 3, 3, 3, 3, 2, 1, 1, 2, 5, 5, 5, 5, 5, 5, 5]","[5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 9, 9, 9, 9, 9, 9]","[4, 4, 5, 5, 3, 3, 3, 7, 8, 8, 8, 8, 6, 6, 6, 6, 6, 7, 7]","[5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 4, 13, 12, 11, 11, 11, 11, 11]"
08:18:00,metro52_0,"[54, 66, 72, 70, 68, 64, 63]","[49, 60, 58, 50, 54, 47, 46]","[53, 60, 57, 53, 53, 55, 54]","[61, 75, 82, 75, 73, 71, 68]","[51, 62, 59, 55, 55, 59, 58]","[63, 75, 73, 69, 64, 62, 60]","[49, 59, 63, 58, 58, 60, 62]","[60, 63, 71, 64, 62, 64, 64]","[62, 77, 68, 61, 62, 63, 61]","[42, 51, 50, 45, 48, 48, 54]"
08:20:00,metro50_1,"[11, 21, 35, 48, 66, 73, 78, 94, 96, 94, 32, 28, 27, 25, 22, 21, 21, 21, 2]","[9, 17, 23, 34, 51, 57, 66, 94, 93, 95, 46, 32, 32, 32, 27, 22, 19, 16, 2]","[14, 27, 32, 48, 57, 67, 72, 102, 102, 105, 42, 32, 27, 21, 19, 19, 18, 16, 1]","[6, 18, 29, 44, 58, 64, 72, 87, 87, 86, 42, 27, 24, 22, 17, 16, 13, 12, 1]","[10, 22, 36, 59, 76, 84, 91, 109, 108, 108, 43, 30, 30, 27, 27, 25, 24, 22, 3]","[10, 28, 41, 50, 70, 77, 87, 113, 111, 110, 44, 30, 31, 30, 28, 25, 21, 18, 1]","[9, 24, 31, 44, 61, 68, 73, 93, 92, 88, 36, 26, 24, 23, 21, 15, 15, 14, 2]","[11, 20, 36, 48, 62, 70, 76, 96, 98, 97, 41, 32, 31, 25, 23, 22, 22, 23, 0]","[13, 22, 32, 41, 58, 62, 66, 91, 93, 91, 33, 22, 19, 16, 15, 15, 13, 11, 2]","[10, 28, 35, 45, 64, 67, 77, 107, 106, 104, 40, 33, 31, 27, 20, 17, 16, 14, 0]"
08:21:00,metro50_0,"[2, 17, 24, 33, 38, 43, 45, 46, 38, 50, 45, 45, 41, 36, 33, 22, 21, 12, 1]","[0, 14, 20, 28, 27, 32, 32, 44, 47, 40, 36, 36, 40, 33, 32, 21, 12, 7, 2]","[0, 12, 16, 22, 27, 40, 42, 46, 44, 33, 28, 27, 30, 25, 23, 11, 7, 4, 2]","[2, 21, 27, 30, 36, 36, 39, 43, 43, 50, 41, 39, 42, 39, 35, 21, 12, 3, 1]","[1, 13, 19, 25, 29, 33, 37, 42, 51, 53, 44, 43, 44, 41, 38, 14, 9, 3, 1]","[3, 13, 16, 20, 22, 27, 28, 32, 25, 41, 37, 39, 35, 32, 30, 19, 13, 6, 1]","[3, 25, 31, 36, 38, 41, 41, 43, 40, 45, 43, 44, 35, 31, 29, 15, 11, 3, 3]","[2, 12, 15, 20, 26, 33, 34, 38, 37, 45, 45, 47, 43, 37, 35, 12, 6, 4, 2]","[3, 18, 25, 32, 39, 41, 46, 50, 44, 50, 48, 45, 42, 40, 38, 19, 15, 6, 1]","[1, 18, 21, 28, 33, 42, 45, 51, 46, 43, 38, 39, 37, 33, 29, 18, 12, 4, 2]"
08:21:00,tram12_1,"[13, 13, 13, 13, 13, 13, 13, 31, 26, 23, 21, 19, 18, 18, 17, 17, 18, 11, 12]","[19, 20, 21, 21, 21, 21, 21, 19, 18, 14, 11, 11, 11, 11, 11, 10, 9, 4, 3]","[21, 21, 21, 21, 21, 21, 22, 21, 17, 14, 11, 9, 7, 7, 7, 7, 5, 6, 4]","[24, 24, 24, 24, 24, 24, 24, 27, 19, 17, 12, 11, 9, 9, 8, 7, 5, 4, 4]","[19, 19, 19, 19, 19, 19, 19, 20, 17, 17, 14, 11, 13, 13, 13, 13, 11, 9, 8]","[19, 19, 20, 20, 20, 20, 19, 25, 21, 17, 15, 14, 14, 12, 12, 11, 9, 7, 6]","[25, 25, 26, 26, 26, 26, 26, 21, 16, 13, 11, 11, 11, 9, 9, 9, 8, 5, 5]","[20, 20, 20, 20, 20, 20, 20, 27, 20, 18, 16, 16, 15, 16, 16, 15, 13, 8, 9]","[17, 17, 18, 18, 18, 18, 18, 27, 19, 20, 14, 13, 12, 14, 14, 13, 11, 5, 5]","[28, 28, 29, 30, 30, 30, 30, 25, 18, 16, 14, 10, 7, 7, 7, 7, 7, 3, 2]"
08:23:00,metro53_0,"[13, 40, 40, 40, 50, 60, 73, 74, 65, 64, 67, 66, 65]","[12, 36, 36, 37, 50, 59, 59, 57, 47, 58, 56, 57, 54]","[6, 26, 26, 27, 40, 48, 57, 59, 50, 53, 49, 46, 45]","[8, 28, 28, 28, 39, 45, 47, 47, 39, 43, 40, 37, 37]","[9, 31, 31, 31, 45, 51, 53, 54, 52, 53, 53, 49, 50]","[20, 50, 50, 51, 59, 69, 69, 70, 57, 62, 56, 52, 51]","[4, 32, 32, 34, 46, 55, 58, 62, 55, 57, 55, 48, 44]","[9, 33, 33, 36, 51, 58, 57, 58, 50, 49, 48, 43, 41]","[15, 39, 39, 42, 51, 69, 55, 56, 47, 47, 47, 42, 36]","[7, 34, 34, 36, 43, 51, 58, 58, 43, 52, 48, 47, 46]"
